county,office,district,candidate,incumbent,party,votes,pct
FANNIN,State Representative,62  Unexpired Term,John Hefton,False,REP,99,6.79
FANNIN,State Representative,62  Unexpired Term,Donnie Jarvis,False,DEM,654,44.89
FANNIN,State Representative,62  Unexpired Term,Kiki Osterman,False,REP,156,10.71
FANNIN,State Representative,62  Unexpired Term,Larry Phillips,False,REP,269,18.46
FANNIN,State Representative,62  Unexpired Term,Harry Reynolds,False,REP,279,19.15
FANNIN,State Representative,62  Unexpired Term,Total,,,1457,
GRAYSON,State Representative,62  Unexpired Term,John Hefton,False,REP,656,8.51
GRAYSON,State Representative,62  Unexpired Term,Donnie Jarvis,False,DEM,1729,22.43
GRAYSON,State Representative,62  Unexpired Term,Kiki Osterman,False,REP,954,12.38
GRAYSON,State Representative,62  Unexpired Term,Larry Phillips,False,REP,2746,35.63
GRAYSON,State Representative,62  Unexpired Term,Harry Reynolds,False,REP,1622,21.05
GRAYSON,State Representative,62  Unexpired Term,Total,,,7707,
